nom,editeur,description,image
Not Alone,Geek Attitude Games,"Nous sommes au 25e siècle. Vous êtes membre d'une expédition intergalactique qui a fait naufrage sur une mystérieuse planète nommée Artemia. En attendant le vaisseau de secours, vous commencez à explorer la planète, mais une entité extraterrestre détecte votre odeur et commence à vous chasser. Vous n'êtes pas seul ! Survivrez-vous aux dangers d'Artemia ?",https://cdn2.philibertnet.com/360099-thickbox_default/not-alone.jpg
Sub Terra 2,Nut’s Publishing ,"Sub Terra 2 est un jeu coopératif pour un à six joueurs. Vous devez travailler ensemble pour explorer le temple, déverrouillez le sanctuaire et vous échappez avec l’artefact légendaire.",https://cdn1.philibertnet.com/569290-large_default/sub-terra-ii.jpg
Voyageurs du Tigre du Sud,Pixie Games,"Voyageurs du Tigre du Sud se déroule à l'apogée du Califat Abbasside, vers l'an 820. Dans la peau de courageux explorateurs, cartographes et astronomes, les joueurs partent de Bagdad pour cartographier les terres, les étendues d'eau et les cieux environnants. Les joueurs doivent gérer avec soin leur caravane d'Ouvriers et leur équipement, tout en transmettant régulièrement leurs découvertes à la Maison de la Sagesse. Réussirez vous à impressionner le calife ou allez-vous perdre votre chemin et succomber à la nature sauvage ?",https://www.ludifolie.com/34366-large_default/voyageurs-du-tigre-du-sud.jpg
Rauha,Grrre Games,"Rauha est un jeu de draft dans lequel les joueurs incarnent de vénérables Chamans ayant pour objectif de sculpter l’environnement afin d’en faire un berceau d’énergie, garant de la sérénité et de l’harmonie pour les siècles à venir.",https://www.grrre-games.com/wp-content/uploads/2022/10/GG012_boite_3D_droite.png
Durian,Oink Games,Durian est un jeu de bluff et de paris. C'est la folie au magasin de fruits. Est-ce qu'il est y aura assez de fruits pour honorer toutes les commandes ? Le gérant Gorille ne laissera passer aucune erreur de ses employés.,https://www.pixiegames.fr/3784-large_default/durian.jpg
Scout,Oink Games,"Vous venez d'être nommé directeur de cirque. À l'aide des membres de votre troupe de cirque, vous devez préparer un spectacle et pour combler les lacunes de votre équipe, vous devez essayer de recruter les membres des autres troupes ! En recrutant un seul membre, vous pouvez déclencher une réaction en chaîne qui vous aidera à faire une représentation qu'aucun autre cirque ne pourra égaler. Allez-vous préparer votre représentation avec les membres actuels de votre troupe ou bien essaierez vous de recruter d'autres membres ? À vous de faire les bons choix dans ce jeu de cartes effréné !",https://cdn2.philibertnet.com/533273-thickbox_default/scout.jpg
Speed Bac Jaune,Editions Napoléon,"Le p'tit bac en super Rapide ! Débarrassez-vous de vos lettres en répondant plus vite que les autres à des thèmes hilarants ! Des centaines de thèmes drôles & décalés (C'est mou, Ça finit en 'ette', Un loisir de grand-père, On le dit quand on marche dans une crotte, ...) Stimule la répartie et l'humour ! Un jeu d'ambiance drôle mais pas vulgaire.",https://www.pixiegames.fr/4279-large_default/speedbac-jaune.jpg
3 Chouettes Mots,Big Potato Games,"Dans 3 Chouettes Mots, gagnez des points en écrivant des mots-indices astucieux et en trouvant ce que l’autre équipe a écrit. Soyez malin, évitez les mots trop évidents, mais ne soyez pas trop obscurs non plus, ou votre partenaire ne trouvera pas le mot secret !",https://cdn3.philibertnet.com/554971-thickbox_default/3-chouettes-mots.jpg
Lotta Rome,Lifestyle boardgames,Jouez le rôle d’un des chefs de clan se partageant les terres de l’Empire romain. Échangez des territoires avec d’autres joueurs et anticipez leurs préférences à votre avantage. Faites les bons choix pour obtenir des gemmes et les meilleures terres.,https://blackrockgames.fr/upload/cache/id:bkEZEkCLSyAAAAAAAARmSQw480h320.jpeg
Affamés,Auzou,Des créatures affamées rôdent autour du village… Saurez-vous les nourrir avant qu’elles ne forcent la porte et saccagent tout ? Découvrez un jeu coopératif de gestion de ressources qui comprend plusieurs niveaux de difficulté et des variantes de jeu pour prolonger le plaisir et l’adapter à tous les joueurs ! ,https://www.auzou.fr/5913-pdt_540/grands-jeux-affames.jpg
Le Prince des Ours,Auzou,"Sois le plus rapide de la banquise pour être couronné Prince des ours ! Dans ce jeu de rapidité, les enfants doivent pêcher les poissons le plus rapidement possible pour nourrir leurs ours. Celui qui arrivera à récupérer le Prince des ours en premier gagne la partie !",https://www.auzou.fr/5601-pdt_540/le-prince-des-ours.jpg
A Tâtons !,Auzou,"Une nuit par an, tous les Lutins de la forêt magique se rassemblent pour une grande course à tâtons. Mais attention, cette année, le grand Ogre s’est invité à la fête ! Découvre 2 modes de jeu, soit tous ensemble contre l’Ogre, soit une course effrénée entre Lutins !",https://www.auzou.fr/5592-pdt_540/a-tatons-.jpg
Coral,2 Tomatoes,"Dans Coral, les joueurs développent ensemble un récif corallien, tout en rivalisant pour placer leurs propres espèces le plus près possible du sommet, où elles peuvent absorber la lumière du soleil qui leur donne vie.",https://cdn3.philibertnet.com/565838-thickbox_default/coral.jpg
Safari Splash!,2 Tomatoes,"Descendez en radeau une rivière tumultueuse au cœur de la savane. Prenez en photo vos animaux préférés, mais évitez ceux que vous n’aimez pas ! Attention – SPLASH, un tourbillon ! Tout va si vite !",https://2tomatoesgames.com/681-thickbox_default/safari-splash.jpg
Alien - Le Destin du Nostromo,Ravensburger,"Un extraterrestre nous traque à bord du Nostromo, et le commandant en second Kane est mort. L'équipage restant et moi travaillons ensemble pour réparer le vaisseau et faire ce que nous pouvons pour survivre. Je ne sais pas si nous allons y arriver. L'Alien est grand, rapide et mortel, et pourrait nous attendre juste derrière la prochaine écoutille...",https://cdn.ravensburger.de/images/produktseiten/1024/27346.jpg
El Dorado,Ravensburger,"Au cœur de la forêt sud-américaine se cache la mythique El Dorado. À vous d’engager la meilleur équipe, d’acheter le bon équipement et de planifier intelligemment votre itinéraire pour l'atteindre. Oserez vous vous aventurer à la cité d’or ?",https://cdn2.philibertnet.com/573470-thickbox_default/la-course-vers-el-dorado.jpg
Fire Tower,Runaway Parade Games,Fire Tower est un jeu compétitif où les joueurs doivent combattre le feu par le feu. Vos seuls objectifs sont de protéger votre propre tour et de propager le feu vers vos adversaires.,https://cdn2.philibertnet.com/527484-thickbox_default/fire-tower.jpg
Triomino Conquest,Goliath,Une nouvelle version du célèbre jeu Triomino. Etre le premier joueur ayant obtenu le total le plus élevé en fin de partie.,
Séquence,Goliath,"Séquence est le type de jeu qui ne laisse pas de place au hasard. Créez une séquence et bloquez vos adversaires en enlevant leurs jetons. C'est amusant, c'est difficile, c'est excitant, c'est séquence !",https://cdn3.philibertnet.com/508714-large_default/sequence.jpg
Unicorns,404 Editions,"Dans ce jeu, vous incarnez des licornes s’offrant des cadeaux afin de se rendre heureuses mutuellement. Au cours de la partie, vous devrez distribuer des cartes Cadeau correspondant aux préférences de vos adversaires (et amis, quand même), et ainsi avancer au fur et à mesure sur la piste du bonheur. Votre but ? Accumuler un maximum d’étoiles et de combos (soit un maximum de points) et tomber sur les cases spéciales pour récupérer des pouvoirs qui vous avantageront au cours de la partie. Le joueur qui termine la partie avec le plus d’étoiles sera couronné meilleure licorne de sa génération !",https://cdn1.philibertnet.com/554302-thickbox_default/unicorns.jpg
Crime Bet,404 Editions,"Dans ce jeu compétitif de déduction et de pari, les joueurs incarnent des clients du pub « The White Boar » qui ont organisé des paris un peu spéciaux. Ils vont pouvoir tout au long de la journée obtenir des informations cruciales sur les circonstances du meurtre, en soudoyant leur indic, d'autres joueurs ou encore la police. Aux heures de paris, ils doivent faire preuve de déduction et d'audace, tout en gérant savamment leur stock de jetons Bière, pour effectuer les paris les plus rentables ! ",https://www.festivaldesjeux-cannes.com/media/2023/01/ea682302-9e0c-478d-83a6-9bce85d9dac4.jpg
Tracks,KYF Editions,Un jeu coopératif et sonore immersif ! Écoutez la piste enregistrée de l'affaire. Suivez votre cible à l'aide des cartes Caméra. Trouvez le bon endroit sur la carte pour résoudre l'affaire. 15 enquêtes palpitantes pour plus de 6 heures de jeu !!!,https://cf.geekdo-images.com/ZyNBXiy4RX-8iNYAor4fBA__itemrep/img/ZCcSUMbDUdQI9mk5CcvS-aq1AEQ=/fit-in/246x300/filters:strip_icc()/pic7079332.png
Tracks,KYF Editions,Un jeu coopératif et sonore immersif ! Écoutez la piste enregistrée de l'affaire. Suivez votre cible à l'aide des cartes Caméra. Trouvez le bon endroit sur la carte pour résoudre l'affaire. 15 enquêtes palpitantes pour plus de 6 heures de jeu !!!,https://cf.geekdo-images.com/ZyNBXiy4RX-8iNYAor4fBA__itemrep/img/ZCcSUMbDUdQI9mk5CcvS-aq1AEQ=/fit-in/246x300/filters:strip_icc()/pic7079332.png
Founders,This way editions,"Au cœur d’un paysage balayé par les vents, un groupe d’explorateurs découvre une gigantesque grotte abritant un imposant Édifice illuminant les alentours… Autour de ce Foyer, les Maîtres Fondateurs posent les bases de ce qui deviendra la Cité, le siège des puissantes Guildes d’I C E, le premier jeu de l’éditeur !",https://thiswayeditions.com/wp-content/uploads/2022/07/FOUNDERS-box.png
Biomos,Subverti,"Tu es une planète, une jeune planète avec un grand et bel objectif : héberger la vie ! Réussiras-tu à gagner le respect de tout le cosmos en développant la planète avec le plus de biodiversité ?",https://subverti.com/assets/img/games/biom/biomos-thumbnail.webp
Puzzlegend - Robinson,Blue Orange,"Revivez le temps d’un carnet la légende d’un illustre personnage. Progressez dans son histoire en résolvant une série de puzzles de plus en plus difficiles. Tentez de survivre et de vous échapper de l’île d’Espéranza. Mais attention, le chemin est parsemé d’embûches.",https://blueorangegames.eu/wp-content/uploads/2023/03/Puzzlegend-Robinson-3DBox.jpg
Puzzlegend - Merlin,Blue Orange,Revivez le temps d’un carnet la légende d’un illustre personnage. Progressez dans son histoire en résolvant une série de puzzles de plus en plus difficiles. Tentez de ramener le calme dans la forêt où des monstres ont décidé de semer la zizanie. Fabriquez des potions et combattez-les.,https://blueorangegames.eu/wp-content/uploads/2023/03/Puzzlegend-Merlin-3DBox.jpg
Puzzlegend - Sherlock Holmes,Blue Orange,Revivez le temps d’un carnet la légende d’un illustre personnage. Progressez dans son histoire en résolvant une série de puzzles de plus en plus difficiles. Vous êtes appelé afin de résoudre un terrible crime. Interrogez les témoins et éliminez les suspects afin de démasquer le vrai coupable !,https://blueorangegames.eu/wp-content/uploads/2023/03/Puzzlegend-Sherlock-3DBox.jpg
Erune,Arkada Studio,"Entrez dans le monde d'Erune et parcourez ses donjons les plus sombres... Vivez des quêtes épiques, combattez des hordes de monstres et déjouez les plans diaboliques du maître des ombres !",https://i0.wp.com/arkada.studio/wp-content/uploads/2021/09/HEROIC_BOX_1000x1000_Spiel_21.jpg
Spark Riders 3000,Arkada Studio,"Incarnez l'équipage du Spark, le vaisseau spatial doté de l'IA la plus avancée de l'univers. Votre mission est de livrer de précieuses cargaisons aux quatre coins de la galaxie pour assurer la survie de l'humanité. Attention, des pirates extraterrestres et des environnements hostiles vous attendent, alors seuls les meilleurs arriveront en un seul morceau.",https://cf.geekdo-images.com/NSNgxuCvCyyxy7dTL7bpIA__itemrep/img/npnuOk2OK60V9pXaCySRA_-1pxc=/fit-in/246x300/filters:strip_icc()/pic7037102.jpg
Empédocle Kyklo,Poptalks,"A la demande du Grand Architecte, chacun cherche à briser le cycle d’Empédocle pour stabiliser le Monde Terrestre du côté de l’Amour. Pour cela, les forces doivent se débarrasser de leur Haine.",https://www.poptalks.com/wp-content/uploads/2022/11/annonce_sortie_empedocle_kyklo_v3.png
Wuxing Duel,Poptalks,Anticipez les mouvements de votre adversaire pour maîtriser le Wuxing. Les Wuxing sont les cinq éléments (xing) chinois (wu). Chaque élément détruit ou engendre deux éléments et est lui-même détruit ou engendré par deux autres éléments.,https://www.poptalks.com/wp-content/uploads/2023/03/tuiles_wuxing_duel_pour_site_web_v1-1024x686.png
Rainbow 7,Ghost Dog Games,"Rainbow 7 est un jeu de cartes fun, rapide, malin et coloré dont on enchaîne les parties sans se rendre compte du temps qui passe.",http://ghostdoggames.com/wp-content/uploads/2022/04/RAINBOW7_BOX3D_Right-1.jpg
Myriades,Ghost Dog Games,"Le Grand Océan s'étend sur tout le monde connu, et l'archipel des Myriades se trouve au milieu de cette étendue. Vous êtes un jeune capitaine, à la tête d'une petite flotte, et vous parcourez les mers à la recherche de quelques îles hospitalières où votre peuple pourra s'installer et prospérer dans le bonheur.",https://cf.geekdo-images.com/NGDfEBSfp_uAoFimf8VvtA__itemrep/img/gEsv0me7oeUg0JmN7A2SCC6tBXs=/fit-in/246x300/filters:strip_icc()/pic7332889.jpg
Boussanga,Oka Luda,"Eau, Terre, Feu ou Air, c’est quand ils sont alignés que les éléments sont les plus puissants. Grâce aux cartes données par la chamane, réalisez l’alignement parfait – le « Boussanga » – et mettez les forces de la Nature de votre côté.",https://www.gigamic.com/files/catalog/products/images/product/oka-luda-boussanga-boite-3d-web.webp
"Lanfeust de Troy, chapitre 1",Oka Luda,"Lanfeust de Troy est un jeu d’exploration où vous incarnerez l’un des héros de la célèbre Bande-Dessinée. Un univers de magie, riche en aventures, où tous les exploits sont possibles. Combattez des monstres, explorez de sombres cavernes, pillez des trésors",https://okaluda.fr/wp-content/uploads/2023/03/lanfeust-oka-luda-boite-03b.png
Suricate,Oka Luda,Suricates est un jeu coopératif où tous les joueurs vont devoir réaliser des combinaisons précises en déplaçant leur personnage afin de creuser un tunnel pour que leurs amis suricates puissent s’évader.,https://okaluda.fr/wp-content/uploads/2023/04/vue-boite-droite.png
Yuan,Oka Luda,,
Fish & Cheat,Gigamic,"Dans Fish and Cheat, les joueurs vont se succéder au rôle de celui qui pose une question sur un fait insolite drôle. Votre but est alors de découvrir la seule bonne réponse parmi les mensonges des autres joueurs. Et au tour suivant, c'est sûrement vous qui devrez inventer une réponse improbable pour embobiner le lecteur de la question!",https://www.gigamic.com/files/catalog/products/images/product/gigamic_fish-and-cheat_left_11-2022.webp
Bernard,Gigamic,"On pose des cartes chacun son tour et on essaie de penser à un personnage, célèbre ou non, répondant à la description qui se construit sur la table. Attention, à un moment il faudra se justifier. Si le portrait n’est pas validé, il faudra piocher. Le but : ne plus avoir de carte.",https://www.gigamic.com/files/catalog/products/images/product/gigamic_jber_3760345040013_bernard_box-left_bd.webp
Le Poing sur la table,Funny Fox,"Le Poing sur la Table est un jeu dynamique et fun, où il faudra argumenter pour vous en sortir et taper du poing pour faire entendre votre voix !",https://www.gigamic.com/files/catalog/products/images/product/gigamic_fupoi_le-poing-sur-la-table_box_left_bd.webp
Hiroba,Funny Fox,"Dans Hiroba, placez astucieusement vos galets numérotés afin d’être majoritaires dans le plus de jardins. Reprenant le principe du Sudoku, il ne peut jamais y avoir deux galets de même valeur dans un même jardin, une même ligne ou une même colonne. Soyez fins stratèges pour contrer vos adversaires et ne négligez pas les très convoitées carpes koï qui pourront vous rapporter de précieux points. Parviendrez-vous à garder le contrôle et rester zen face à vos adversaires ?",https://www.gigamic.com/files/catalog/products/images/product/hiroba_fr_left_web.webp
Rainforest,Funny Fox,"Dans Rainforest, agencez harmonieusement votre jungle avec les différents types de végétation et réintroduisez les espèces animales emblématiques de la région pour aider à leur préservation : singes, grenouilles, papillons ou encore perroquets. Mais n’oubliez pas d’assurer la pérennité de votre animal totem, car il pourrait vous rapporter de précieux points. Parviendrez-vous à faire de votre jungle un berceau de la diversité ?",https://www.gigamic.com/files/catalog/products/images/product/gigamic_furai_rainforest_box-left.webp
The Crown,Itanooki,"Pour gagner une partie de The Crown, il faut soit avoir le plus grand nombre de points soit être le seul joueur à ne pas s'être fait éliminer !",https://pbs.twimg.com/media/Fp1ZleJXoAMI9N5.jpg
Vaalbara,Studio H,"Sous-continent de Vaalbara, ère néolithique. Votre tribu se lance à l’exploration de terres inconnues afin d’établir des villages sédentaires. Utilisez intelligemment les talents variés de vos membres pour optimiser votre développement, étendre votre territoire et imposer votre hégémonie !",https://www.gigamic.com/files/catalog/products/images/product/1studioh_box_vaalbara.webp
Vivarium,Studio H,"1898, Sibérie, le sismologue Edgar Vuntaf découvre un continent vierge de toute présence humaine, abritant une vie foisonnante, sous des formes jamais rencontrées auparavant ! Face à cette bouleversante découverte, l’élite scientifique mondiale, réunie à Paris pour l’Exposition Universelle, fonde en hâte la première société savante internationale : « Le Vivarium ». Explorateurs, zoologistes, botanistes, cartographes… vous êtes missionnés pour recenser les fascinantes espèces de ce mystérieux continent, et remplir au mieux les requêtes de vos commanditaires. Pour la science et pour le Vivarium !",https://www.gigamic.com/files/catalog/products/images/product/gigamic_stviv_vivarium_box-left_3616450014879_bd.webp
Maître Renard,Studio H,"Le célèbre Maître Renard se fait vieux et cherche son successeur parmi les intrépides voleurs de la forêt. C'est peut-être votre chance de prouver votre talent de voleur et de prendre sa place ! Pour impressionner le vieux renard, vous devez accomplir les missions qu'il vous confiera et lui rapporter le plus gros butin de la chaumière voisine. Mais tu n'es pas le seul jeune renard ambitieux dans le coin...",https://cdn1.philibertnet.com/429119-large_default/maitre-renard.jpg
AracKhan Wars,Nothing But Games,AracKhan Wars est un jeu de cartes tactique où deux joueurs s'affrontent en duels épiques. Prenez le contrôle d'une province d'AracKhan et défiez votre adversaire sur le champ de bataille ! Lancez l'assaut de votre armée de 23 cartes ! Lancez des sorts ! Jouez prudemment vos cartes et déjouez les plans de votre adversaire. Vos talents de stratège seront aussi importants que la valeur de vos cartes. Il n'y aura qu'un vainqueur qui émergera du 9ème round !,https://cf.geekdo-images.com/mi3ZaJ8kIHiTdDzHuJBcew__itemrep/img/x2g_c0JDKTtohqEWItxE0SDbAb4=/fit-in/246x300/filters:strip_icc()/pic6203741.jpg
Aïe Aïe Burrito,Exploding Kittens,Le jeu d'ambiance Aïe Aïe Burrito est le premier jeu de cartes au monde de balle au prisonnier. Collectez des cartes. Jouez votre main. Lancez des objets sur vos amis.,https://cdn1.philibertnet.com/484301-large_default/throw-throw-burrito.jpg
Aïe Aïe Avocat,Exploding Kittens,Le jeu d'ambiance Aïe Aïe Avocat est un jeu de cartes de balle au prisonnier. Collectez des cartes. Jouez votre main. Lancez des objets sur vos amis.,https://cdn1.philibertnet.com/570343-large_default/aie-aie-avocat.jpg
Mantis,Exploding Kittens,"Mantis est un jeu de cartes coloré et impitoyable, simple et profond.",https://cdn2.philibertnet.com/571461-large_default/mantis.jpg
Branle-Bas de Wombat,Exploding Kittens,Branle-Bas de Wombat est un jeu de dextérité qui mêle coopération et perfidie ! Tentez de bâtir trois tours avant que les adversaires ne les détruisent !,https://cdn3.philibertnet.com/571414-thickbox_default/branle-bas-de-wombat.jpg
Jooky Jooky,Synapse Game,"Dans Jooky Jooky, les joueurs observent la carte défi dévoilée et doivent être le plus rapide à taper sur Jooky le cafard ou sur la bonne carte, avec leur tapette.",https://cdn3.philibertnet.com/572151-large_default/jooky-jooky.jpg
Mow,Hurrican Games,"L’herbe est verte, une légère brise s’est levée et le soleil va bientôt se coucher. Il est temps de rassembler les vaches pour les ramener à l’étable. Mais certaines sont infestées de mouches… et on n’aime pas les mouches! Evitez d’en avoir trop si vous voulez être le joueur préféré de ces majestueuses créatures.",https://cdn2.philibertnet.com/554899-large_default/mow-boite-a-meuh-.jpg
Challengers,Zman Games,"Challengers est un jeu interactif de deck building avec un mode de jeu de tournoi original pour 1 à 8 joueurs. Jouez individuellement ou avec un groupe d'amis ! À chaque tour, chaque joueur améliore son deck avec de nouveaux personnages et affronte de nouveaux adversaires. Les deux joueurs les plus populaires participeront ensuite à la finale pour une délicieuse victoire !",https://cdn2.philibertnet.com/571745-large_default/challengers.jpg
Chronicles of avel,Rebel Studio,Chronicles of Avel est un jeu de société coopératif pour toute la famille. Incarnez de courageux héros et héroïnes dont la mission est de sauver votre pays magique.,https://cdn3.philibertnet.com/554827-large_default/chronicles-of-avel.jpg
Gardiens des saisons,Space Cow,Gardiens des Saisons est un jeu coopératif et familial composé de 5 aventures rejouables.,https://cdn3.philibertnet.com/570347-large_default/gardiens-des-saisons.jpg
Attrape-Monstres,Space Cow,Dans Attrape-Monstres les joueurs jouent tous ensemble afin d’arrêter les monstres avant qu’ils n’atteignent le château. Ce jeu familial coopératif permettra aux jeunes joueurs d’appréhender les formes et les couleurs.,https://cdn3.philibertnet.com/518953-large_default/attrape-monstres.jpg
Skull,Space Cowboy,Défiez vos amis avec le jeu de bluff Skull Silver ! Fleur ou tête de mort ? Semez le doute chez vos adversaires dans ce jeu décalé aussi simple qu'efficace.,https://cdn1.philibertnet.com/235191-large_default/skull-silver.jpg
sonic super teams,Zygomatic,"Sonic Super Teams est un jeu de course palpitant au rythme effréné. Choisissez votre équipe et jouez avec les personnages emblématiques de Sonic. Boostez votre équipe avec les anneaux dorés, et utilisez des pics pour piéger et ralentir vos adversaires. Soyez la première équipe à franchir la ligne d'arrivée pour gagner",https://cdn3.philibertnet.com/547672-large_default/sonic-super-teams.jpg
dobble connect,Zygomatic,Trouvez la paire et alignez les hexagones ! Jouez à Dobble en équipes ! Retrouvez le seul symbole commun et aligner 4 cartes. De nouvelles règles amusantes pour s'amuser en famille ou entre amis !,https://cdn1.philibertnet.com/570384-large_default/dobble-connect.jpg
Chromino,Asmodee,Chromino est une captivante variante du jeu de domino utilisant les couleurs pour troubler l'esprit et la réflexion des joueurs. Un jeu simple de tactique et d'observation.,https://cdn2.philibertnet.com/322655-large_default/chromino-.jpg
Tokaido duo,Fun Forge,"Tokaido Duo est la version pour deux joueurs du célèbre jeu Tokaido. Incarnez trois voyageurs, sur l'île japonaise de Shikoku et marquez le plus de points et optimisant leurs déplacements. Un jeu d'Antoine Bauza, illustré par Naiade",https://cdn2.philibertnet.com/552577-large_default/tokaido-duo.jpg
Tokaido duo,Fun Forge,"Tokaido Duo est la version pour deux joueurs du célèbre jeu Tokaido. Incarnez trois voyageurs, sur l'île japonaise de Shikoku et marquez le plus de points et optimisant leurs déplacements. Un jeu d'Antoine Bauza, illustré par Naiade",https://cdn2.philibertnet.com/552577-large_default/tokaido-duo.jpg
Look at the stars,Bombyx,"La nuit est belle et étoilée. Et si vous en dessiniez les constellations avant que le jour se lève ? Si chaque joueur verra les différentes parties des constellations de la même manière, il y a fort à parier pour que celles-ci ne soient pas positionnées à l'identique dans le ciel à la fin de la nuit...",https://cdn1.philibertnet.com/552795-large_default/look-at-the-stars.jpg
Seas salt and paper,Bombyx,"Sea Salt & Paper est un jeu de cartes basé sur la mécanique du stop-ou-encore. Constituez votre main, jouez vos effets, prenez l'initiative de stopper la manche. Pour tenter d'optimiser vos points, oserez-vous accorder aux autres un dernier tour ?",https://cdn2.philibertnet.com/552792-large_default/sea-salt-paper.jpg
Seas salt and paper,Bombyx,"Sea Salt & Paper est un jeu de cartes basé sur la mécanique du stop-ou-encore. Constituez votre main, jouez vos effets, prenez l'initiative de stopper la manche. Pour tenter d'optimiser vos points, oserez-vous accorder aux autres un dernier tour ?",https://cdn2.philibertnet.com/552792-large_default/sea-salt-paper.jpg
Dice Throne S2- Tacticien vs Chasseresse,Lucky Duck Games,"Dans Dice Throne, affrontez-vous dans un combat épique ! Dice Throne est un jeu compétitif ou en équipe, proposant des combats à base de dés et de pouvoirs spécifiques à chaque personnage. Dans cette première boite vous incarnerez le Barbare ou l'Elfe Lunaire dans un combat épique ! Chaque année, le Roi Fou organise un tournoi de champions, avec comme enjeu le plus grand prix qu’un héros pourrait remporter : le Trône. Serez-vous assez audacieux pour le prendre ? Choisissez le héros qui vous attire le plus, certains sont plus complexes à prendre en main, mais ils sont tous aussi forts les uns que les autres !",https://y8t6p8a4.map2.ssl.hwcdn.net/shop-products/July2022/Dice_Throne2_2_3Dbox_FR_lowres.png
Dice Throne S2- As de la gâchette vs Samouraï,Lucky Duck Games,"Dans Dice Throne, affrontez-vous dans un combat épique ! Dice Throne est un jeu compétitif ou en équipe, proposant des combats à base de dés et de pouvoirs spécifiques à chaque personnage. Dans cette première boite vous incarnerez le Barbare ou l'Elfe Lunaire dans un combat épique ! Chaque année, le Roi Fou organise un tournoi de champions, avec comme enjeu le plus grand prix qu’un héros pourrait remporter : le Trône. Serez-vous assez audacieux pour le prendre ? Choisissez le héros qui vous attire le plus, certains sont plus complexes à prendre en main, mais ils sont tous aussi forts les uns que les autres !",https://y8t6p8a4.map2.ssl.hwcdn.net/shop-products/July2022/Dice_Throne2_1_3Dbox_FR_lowres.png
Buurn,Don't Panic Games,Buurn est un jeu d’enchères et de collection dans lequel vous devrez récupérer les meilleurs ingrédients pour contenter le cartel !,https://cdn2.philibertnet.com/572208-thickbox_default/buurn.jpg
Let’s Summon Demons,Don't Panic Games,"Saurez-vous invoquer les plus puissants des Démons ? Les enfants du quartier s’ennuient rapidement le mercredi après-midi… Pourquoi ne pas leur proposer une activité adaptée à leur âge ? Invoquer des démons ! Ça a l’air fun : collecter des âmes, recruter des enfants et des animaux du voisinage… mais ne vous attachez pas trop à vos nouveaux amis car vous devrez rapidement les sacrifier pour invoquer de très méchants démons ! Soyez le premier à invoquer 3 démons tout en ayant 10 âmes dans votre réserve pour gagner la partie. Plongez dans l’univers rétro, hilarant et décalé de Steven Rhodes !",https://cdn2.philibertnet.com/555734-thickbox_default/lets-summon-demons.jpg
Ça Suffit !,Don't Panic Games,"C’est la rentrée ! Cette année la maîtresse a tiré le gros lot ! Brutes épaisses, Copieurs, fayots, fils à papa et pleurnicheurs en tout genre multiplient les forfaits. Qui a balancé de la nourriture à la cantine ? Qui a dévissé la chaise de la maîtresse ? Qui a enfoncé un chewing gum dans la serrure ? La maîtresse n’en peut plus, et c’est VOUS qu’elle accuse ! Dans un temps imparti que vous ne connaissez pas, utilisez vos cartes pour vous dédouaner et accuser les autres joueurs. Attention ! Les cartes “personnages” vous permettront d’agir de manière différente sur le jeu ! Le délai mystère est écoulé et c’est à votre tour ? Et bien, petit plaisantin, vous êtes puni ! Parce que, hein, ÇA SUFFIT !",https://cdn2.philibertnet.com/537659-thickbox_default/ca-suffit-.jpg
Hunch !,Don't Panic Games,* Essayez de faire deviner vos mots secrets aux autres en utilisant habilement des indices. * Mais attention : vous devez pour cela utiliser uniquement les indices créés par les autres joueurs. * Faites deviner vos mots et devinez ceux des autres en étant créatif et perspicace !*,https://cdn3.philibertnet.com/571348-thickbox_default/hunch-.jpg
Tisseurs de Rêves,Don't Panic Games,"Le Marchand de Sable a disparu, laissant ainsi nos nuits sans songes. Aidez les Tisseurs de rêves à les reconstruire au mieux, et rétablir ainsi l’équilibre nocturne. – Récupérez les éléments oniriques et agencez-les selon leurs attributs dans votre zone de jeu, chaque nouvelle strate multiplie vos points. – Gênez vos adversaires en déplaçant astucieusement les Tisseurs tout en gérant vos ressources pour optimiser votre score final !",https://cdn3.philibertnet.com/571364-thickbox_default/tisseurs-de-reves.jpg
Namiji,Fun Forge,"Namiji, jeu d'Antoine Bauza, est le successeur de Tokaido et se déroule dans le même univers. Dans Namiji, vous partirez en bateau de pêche et découvrirez nombre de merveilles marines.",https://cdn1.philibertnet.com/552535-thickbox_default/namiji.jpg
A la Folie !,Bioviva,"Dans ce jeu coopératif, les joueurs dès 8 ans tentent de deviner les goûts de leurs proches. En famille ou entre amis, au petit-déj’ ou à l’apéro… Dans À la folie, révélez-vous au travers de 112 situations et découvrez des facettes méconnues et surprenantes de la personnalité des autres joueurs !",https://www.bioviva.com/3176-large_default/a-la-folie.jpg
Time Collector,Lubee,"Grâce à l’invention de la machine à voyager dans le temps, il est désormais possible d’explorer notre planète passée. Une nouvelle génération d’explorateurs peut désormais partir à la découverte des richesses disparues. À l’aide de leur « holographeur temporel », ils collectionnent les merveilles du passé ; on les appelle les « TIME COLLECTORS ».",https://cdn3.philibertnet.com/570340-large_default/time-collectors.jpg
TTMC 2: Tu Te Re-Mets Combien?,Les éditions de base,TTMC revient avec 4028 nouvelles questions réparties en 540 cartes. Soyez toujours le premier à parcourir le plateau en répondant aux questions posées en vous auto-évaluant de 1 à 10.,https://www.tutemetscombien.fr/wp-content/uploads/2022/07/PIXIEGAMES_TTMC2_FACE-small-300x300.png
